title,description,rating,year,tags,cover,mal_Title,Rank,Type,Volumes,Published,Members,page_url,image_url,Score
Akira,"In the aftermath of WWIII Tokyo was re-built as Neo-Tokyo; thirty-eight years later it has become a major metropolis. With the memory of the war and reconstruction fading, corruption, criminality and civil strife are threatening to tear the city apart. The military has a secret project developing humans with psychic powers which they hope will help Neo-Tokyo solve its problems. However, when one of the test subjects escapes and hides with one of the biker gangs plaguing the city, the military does everything it can to recover its test subject and cover up the existence of its research program...",4.6,1982,"['Action', 'Sci Fi', 'Seinen', 'Cyberpunk', 'Dystopia', 'Human Experimentation', 'Motorcycles', 'Noir', 'Post-apocalyptic', 'Psychic Powers', 'Superpowers', 'Explicit Violence', 'Mature Themes', 'Adapted to Anime']",https://cdn.anime-planet.com/manga/primary/akira-1-190x269.jpg?t=1625908033,Akira,54,Manga,6,Dec 1982 - Jun 1990,124509,https://myanimelist.net/manga/664/Akira,https://cdn.myanimelist.net/r/100x140/images/manga/3/271629.jpg?s=de16b1e5f09e7535121ea58f644031bc,8.68
Fruits Basket,"After a family tragedy turns her life upside down, plucky high schooler Tohru Honda takes matters into her own hands and moves out...into a tent! Unfortunately for her, she pitches her new home on private land belonging to the mysterious Sohma clan, and it isn't long before the owners discover her secret. But, as Tohru quickly finds out when the family offers to take her in, the Sohmas have a secret of their own--when touched by the opposite sex, they turn into the animals of the Chinese Zodiac!",4.6,1998,"['Comedy', 'Drama', 'Fantasy', 'Romance', 'Shoujo', 'Animal Transformation', 'Contemporary Fantasy', 'Curse', 'Death of a Loved One', 'Dysfunctional Families', 'Love Triangle', 'Orphans', 'Roommates', 'Emotional Abuse', 'Mature Themes', 'Physical Abuse', 'Adapted to Anime']",https://cdn.anime-planet.com/manga/primary/fruits-basket-1-190x273.jpg?t=1625907550,Fruits Basket,123,Manga,23,Jul 1998 - Nov 2006,138780,https://myanimelist.net/manga/102/Fruits_Basket,https://cdn.myanimelist.net/r/100x140/images/manga/3/269697.jpg?s=bb9e9b15a6590b07bea8416d3fb8684c,8.52
Orange,"Everyone has regrets in life. So who wouldn’t take the chance to change the past if given the opportunity? When sixteen-year-old Takamiya Naho receives a mysterious letter, claiming to be from her twenty-seven-year-old self, her life is suddenly thrown into flux. The letter tells her that a new transfer student by the name of Naruse Kakeru will be joining her class, and to keep her eye on him. But why? Naho must decide what to make of the letter and its cryptic warning, and what it means not only for her future, but for Kakeru's as well.",4.6,2012,"['Drama', 'Mystery', 'Romance', 'Shoujo', 'Death of a Loved One', 'Melancholy', 'Mental Illness', 'School Life', 'Supernatural', 'Mature Themes', 'Suicide', 'Adapted to Anime']",https://cdn.anime-planet.com/manga/primary/orange-1-190x271.jpg?t=1625910762,Orange,284,Manga,7,Mar 2012 - Apr 2022,150463,https://myanimelist.net/manga/35573/Orange,https://cdn.myanimelist.net/r/100x140/images/manga/2/153742.jpg?s=4c87e9fe92c54e223dc433c442da5993,8.31
The Legendary Moonlight Sculptor,"Hyun Lee lives with his grandmother in poverty, working part-time and trying to make ends meet. One day, he enters a virtual reality game called Royal Road. Why? To earn money. Though he wants to earn money through the game, he is only a sculptor that makes very little. From getting free lunches by flirting with NPCs to grinding day and night to level up his skills, he is determined to create an avatar that can save his family from hardship.",4.6,2015,"['Action', 'Adventure', 'Comedy', 'Manhwa', 'Webtoons', 'Full Color', 'MMORPG', 'Overpowered Main Characters', 'RPG', 'Virtual Reality', 'Based on a Web Novel']",https://cdn.anime-planet.com/manga/primary/the-legendary-moonlight-sculptor-1-190x285.jpg?t=1625913578,The Legendary Moonlight Sculptor,4801,Manhwa,?,Feb 2015 -,4190,https://myanimelist.net/manga/147536/The_Legendary_Moonlight_Sculptor,https://cdn.myanimelist.net/r/100x140/images/manga/1/261859.jpg?s=0c4f13142b5bc9233878818589a80b0e,7.29
Keishichou Tokuhanka 007,"The ""Special Crime Investigation Department 007"" includes the most capable and extraordinary investigators and Fuyuki, who also becomes one of its members, is very capable, too. And she is paired with Kuze, a cool and very bishounen detective. Their combination proves to be the most dangerous one the police headquarters had ever seen!",4.6,2007,"['Mystery', 'Shoujo', 'Detectives', 'Psychological', 'Supernatural']",https://cdn.anime-planet.com/manga/primary/keishichou-tokuhanka-007-1-190x267.jpg?t=1625911369,Keishichou Tokuhanka 007,469,Manga,11,Oct 2006 - Mar 2012,9906,https://myanimelist.net/manga/11850/Keishichou_Tokuhanka_007,https://cdn.myanimelist.net/r/100x140/images/manga/2/191474.jpg?s=5f18533ac5f840b3da3760b5df83d928,8.16
Yokohama Kaidashi Kikou,"In a futuristic Japan, the waters have risen and the population has declined; everything is slowly winding down. In this quiet and reflective time, Alpha, a robot, cares for her owner's cafe in his absence. As Alpha lives her serene and peaceful life, interacting with humans and robots alike, the gentle twilight years of humanity are unveiled.",4.6,1994,"['Seinen', 'Slice of Life', 'Androids', 'Cafe', 'Countryside', 'Episodic', 'Iyashikei', 'Non-Human Protagonists', 'Robots', 'Adapted to Anime']",https://cdn.anime-planet.com/manga/primary/yokohama-kaidashi-kikou-1-285x410.webp?t=1645043418,Yokohama Kaidashi Kikou,53,Manga,14,Apr 1994 - Feb 2006,69851,https://myanimelist.net/manga/4/Yokohama_Kaidashi_Kikou,https://cdn.myanimelist.net/r/100x140/images/manga/1/171813.jpg?s=259fc6d0160e8876315e79ef34123a98,8.68
Return of the Mad Demon,"The Mad Demon, Jaha Lee, dreams of becoming the God of Martial Arts. Unfortunately, his dreams are dashed after he falls off a cliff while running from the Demonic Cult for stealing the Jade of Heaven. Yet this is not the end for Jaha -- he awakens from the fall to find himself back in his 20s. With his knowledge of the future and of martial arts, he now has a chance at revenge and at getting life right this time. Will he be able to fulfill his dream this time around, or is he doomed to face the same fate yet again?",4.6,2021,"['Action', 'Fantasy', 'Manhwa', 'Webtoons', 'Full Color', 'Based on a Web Novel']",https://cdn.anime-planet.com/manga/primary/return-of-the-mad-demon-1-285x399.jpg?t=1628029766,Return of the Mad Demon,1664,Manhwa,?,Jul 2021 -,6709,https://myanimelist.net/manga/147577/Return_of_the_Mad_Demon,https://cdn.myanimelist.net/r/100x140/images/manga/3/261793.jpg?s=5e8b0789e3ec01f09a9939e65186c977,7.69
Heavenly Demon Reborn!,"In an ancient world where martial artists reign supreme, Unseong can only watch as his master is brutally beaten to death after a false accusation of practicing forbidden demonic arts. Even after a valiant fight, he fails to kill those responsible and faces his own end. But fate has other plans… Instead of taking his last breath, he awakens as a child, training to be an elite soldier of a demonic sect. Now Unseong must embrace the demonic arts and harness power in his ultimate quest for revenge.",4.6,2018,"['Action', 'Fantasy', 'Manhwa', 'Webtoons', 'Full Color', 'Martial Arts', 'Reincarnation', 'Revenge', 'Based on a Web Novel']",https://cdn.anime-planet.com/manga/primary/heavenly-demon-reborn-1-190x266.jpg?t=1625920159,Heavenly Demon Reborn!,3501,Manhwa,?,Aug 2018 -,3755,https://myanimelist.net/manga/147572/Heavenly_Demon_Reborn,https://cdn.myanimelist.net/r/100x140/images/manga/1/262817.jpg?s=a8ab8fb3bf3889ba0981a9cb64f6222c,7.41
Karina's Last Days,"Though gifted with an ability to bring her drawings to life, Karina Leopold spent her years in the shadow of her famous siblings, forced to be the good daughter her parents wanted. But when she’s told that a deadly disease will kill her in a year, she offers a deal to her fiancé, Milian Pastellio, with the goal to live the remainder of her days far from her family’s reach. Much to her surprise, their encounter proceeds to change them both in a way she never imagined…",4.6,2021,"['Drama', 'Fantasy', 'Manhwa', 'Romance', 'Webtoons', 'Full Color', 'Illness', 'Nobility', 'Emotional Abuse', 'Based on a Web Novel']",https://cdn.anime-planet.com/manga/primary/karinas-last-days-1-285x399.webp?t=1646291642,Karina's Last Days,4656,Manhwa,?,Nov 2021 -,1931,https://myanimelist.net/manga/148268/Karinas_Last_Days,https://cdn.myanimelist.net/r/100x140/images/manga/1/263362.jpg?s=a6fd6a0571d941879c3bbf9a354c0ee7,7.3
What's Wrong with Secretary Kim?,"Handsome, loaded, and arrogant Youngjoon is the VP of a major corporation. Miso has been his perfect secretary, practically legend for surviving her narcissistic boss for 9 long years. But now that she's quitting, is there really nothing -- or no one -- that can stop her from walking away?",4.6,2016,"['Comedy', 'Drama', 'Manhwa', 'Romance', 'Webtoons', 'Adult Couples', 'Boss-Employee Relationship', 'Full Color', 'Mature Romance', 'Work Life', 'Sexual Content', 'Suicide', 'Based on a Web Novel']",https://cdn.anime-planet.com/manga/primary/whats-wrong-with-secretary-kim-1-190x285.jpg?t=1625918766,What's Wrong with Secretary Kim?,1956,Manhwa,6,Jun 2016 - Sep 2018,4741,https://myanimelist.net/manga/118508/Whats_Wrong_with_Secretary_Kim,https://cdn.myanimelist.net/r/100x140/images/manga/2/225298.jpg?s=ebdfcf9cc360a9563e6e1332df61b75a,7.64
Saiki Kusuo no Ψ Nan,Kusuo Saiki is a sixteen-year-old high-school student with innate supernatural powers. What are his hassles and troubles triggered by his extraordinary ability? And what misfortunes fall upon him?,4.6,2012,"['Comedy', 'Shounen', 'Slice of Life', 'Gag', 'Overpowered Main Characters', 'Psychic Powers', 'School Life', 'Supernatural', 'Adapted to Anime']",https://cdn.anime-planet.com/manga/primary/saiki-kusuo-no-nan-1-189x300.jpg?t=1625911349,Saiki Kusuo no Ψ-nan,302,Manga,26,May 2012 - Jul 2018,30954,https://myanimelist.net/manga/37755/Saiki_Kusuo_no_Ψ-nan,https://cdn.myanimelist.net/r/100x140/images/manga/2/179613.jpg?s=62f978cc1a83743662201aacad48cf04,8.3
Pigpen,"A relaxing getaway in paradise, or a death trap? A young man wakes up on a breathtaking beach, but he has no idea who he is or how he got there. Try as he might to piece it all together, untangling this mind-bending mystery won’t be easy when every clue leads to more maddening questions... and the family that welcomes him into their home is not what they seem.",4.6,2019,"['Drama', 'Horror', 'Manhwa', 'Mystery', 'Webtoons', 'Amnesia', 'Full Color', 'Hotels and Inns', 'Island', 'Psychological', 'Thriller', 'Mature Themes', 'Physical Abuse', 'Violence', 'Domestic Abuse']",https://cdn.anime-planet.com/manga/primary/pigpen-1-190x266.jpg?t=1625922031,Pigpen,1305,Manhwa,?,Mar 2019 - Jun 2020,5031,https://myanimelist.net/manga/146750/Pigpen,https://cdn.myanimelist.net/r/100x140/images/manga/2/260276.jpg?s=ed6069916264cd3749eae5d3aede6f7c,7.78
Dorohedoro,"The city of Hole is a desolate town where magic users go to test their powers by disfiguring or killing its people. After being cursed by a sorceror, Kaiman was left with the body of a man and the head of a lizard. Determined to break the spell over him, Kaiman works with his companion, Nikaido, to search for the one who made him this way. Unfortunately, with no memory as to his assailant’s identity there’s only one way for him to locate them: he must bite the head of any magic user he meets so that the man hidden inside him can determine if they are the culprit. As he bites, slashes and kills his way through the cruel magic users, will Kaiman be able to find out who the man in his mouth is, where the one he hunts is hiding and return to normal, while keeping the revengeful magic users at bay?",4.6,2000,"['Action', 'Fantasy', 'Horror', 'Mystery', 'Seinen', 'Curse', 'Dark Fantasy', 'Demons', 'Magic', 'Psychological', 'Supernatural', 'Explicit Violence', 'Nudity', 'Adapted to Anime']",https://cdn.anime-planet.com/manga/primary/dorohedoro-1-190x278.jpg?t=1625908335,Dorohedoro,55,Manga,23,Nov 2000 - Sep 2018,160787,https://myanimelist.net/manga/1133/Dorohedoro,https://cdn.myanimelist.net/r/100x140/images/manga/3/258246.jpg?s=b753613d9eb468d1ae3a82bfbb0a61b1,8.68
